;company;location;dates;job-title;summary;pros;cons;advice-to-mgmt;overall-ratings;work-balance-stars;culture-values-stars;carrer-opportunities-stars;comp-benefit-stars;senior-mangemnet-stars;helpful-count;link
56;google;none; Nov 22, 2018;Current Employee - Data Scientist;Depends on what you're looking for;For the right people it can be a great place. Good compensation, free food, massages, relaxed work environment.;Projects can be boring or useless. Work may not be appreciated. Performance evaluation can be random. Colleges can be very nerdy and may never talk to you. SWEs may treat you like second-class citizens (even though the company emphasizes respect).;none;2;4;3;2;5;2;2;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P6.htm
57;google;none; Nov 20, 2018;Current Employee - Anonymous Employee;Senior Software Engineer;Brilliant people, tons of awesome technical infrastructure, focus on technical excellence, great ability to move between projects and become well-rounded.;- Skills inside Google aren't always easily transferrable to other companies because there's so much proprietary infra. - People are often way over-qualified for the tasks they're working on. - Everything moves too slowly. There are a million gate-keepers;none;4;4;4;4;5;3;1;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P6.htm
58;google;none; Nov 5, 2018;Current Employee - Anonymous Employee;Google Summer Internship;Great pay Great work life balance Great perks/benefits Nice people;Very few, work sometimes monotonous.;none;5;5;5;5;5;5;1;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P6.htm
59;google;none; Nov 22, 2018;Current Employee - Anonymous Employee;good place;comfortable environment, free food, nice people;difficult to promote in google;none;4;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P6.htm
60;google;none; Nov 21, 2018;Current Employee - Anonymous Employee;Good Company, can be long hours;great benefits, great people, dynamic environment;Depending on the department and clients, hours can be very long.;none;4;3;4;4;5;4;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P6.htm
61;google;none; Nov 6, 2018;Former Employee - Anonymous Employee;Project Manager;Great company with creative ideas.;No cons at this point.;none;5;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P7.htm
62;google;none; Nov 6, 2018;Current Employee - Software Engineer;Great working environment;Here you receive a great opportunity to solve worthwhile problems with outstanding teammates  Great benefits, great pay;There's the danger of getting too familiar and comfortable with the internal tooling that you lose touch with the tools & trends of greater software engineering community -- it's like a bubble;none;5;5;5;4;5;4;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P7.htm
63;google;none; Nov 21, 2018;Former Employee - Anonymous Employee;not too bad;nice food，nice place ，nice people;i cannot understand what they talk;none;3;3;3;4;4;2;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P7.htm
64;google;New York, NY; Nov 5, 2018;Former Employee - Anonymous Employee;Outstanding;All good, excellent benefits, okay salary;Computerized humans, too much pressure;Humanize the company;5;2;2;4;4;3;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P7.htm
65;google;none; Nov 5, 2018;Former Employee - Anonymous Employee;IT Intern;#�NOMBRE?;The pros really outweighed the cons;none;5;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P7.htm
66;google;Mountain View, CA; Nov 19, 2018;Former Employee - Legal Specialist;Great benefits, but large enough to get lost in.;Great benefits, work life balance, and pay for the position.;Company is so large that it can be hard to make any vertical movement.;Hire middle managers that care about the psychological safety of your employees.;4;5;5;3;5;4;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P7.htm
67;google;Mountain View, CA; Nov 1, 2018;Current Employee - Anonymous Employee;Good work life balance and perks;Resume filler gets you easy interviews everywhere once you have it;Expensive city Hard to switch teams;none;5;5;3;5;5;4;1;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P7.htm
68;google;none; Nov 19, 2018;Former Employee - Anonymous Employee;Engineer;salary was fine but in line with other companies;work was boring. I disliked it.;none;3;3;3;2;3;2;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P7.htm
69;google;San Francisco, CA; Nov 4, 2018;Current Employee - Product Marketing Manager;Amazing place to work;Massive scale, excellent food, and vast majority of colleagues are fantastic to work with.;Can be bureaucratic, and office politics matter a lot.;none;5;4;5;5;5;4;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P7.htm
70;google;none; Nov 4, 2018;Former Employee - Anonymous Employee;Associate Account Strategist;Great benefits, Great coworkers and managers;None that I can think of;none;5;5;5;5;5;5;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P7.htm
71;google;none; Oct 31, 2018;Former Employee - Anonymous Employee;Nice company;free food and good pay;too much on call work;none;5;5;5;5;5;5;1;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P8.htm
72;google;none; Oct 30, 2018;Current Employee - Anonymous Employee;Love to work here!;Great benefits Amazing culture Coworkers feel like family;Can get a bit stressful at times;none;5;4;5;5;5;5;1;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P8.htm
73;google;none; Nov 2, 2018;Current Employee - Anonymous Employee;outstanding performance given by the staff;Food in Pantry is always fresh and healthy;Should provide more raw fruits;Should have provide more raw fruits,overall performance given by Pantry staff Pinky and Bhawani is outstanding, she's always smiling and helping.they always greet and ask if any kind of help required.they need to be appreciated.Kudos to them. thanks for making our food more delicious.;5;5;5;5;5;5;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P8.htm
74;google;Mountain View, CA; Nov 2, 2018;Current Employee - Software Engineer;Like a dream;Have been at Google almost 2 years. Google is like heaven for a software engineer. I love contributing to the amazing products and learning from the best in the business. My coworkers are very supportive and positive, and manager really cares about me and my goals.;Lots of super smart people around you means that it’s easy to feel inferior. I’m learning to not focus on this and keep looking forward and getting better every day.;Have a more detailed plan on company/product direction, and think more about how we can bring the company culture closer. The loud people on the extreme left and extreme right exacerbate conflicts that cut into morale.;5;5;5;5;5;4;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P8.htm
75;google;none; Nov 1, 2018;Former Employee - Anonymous Employee;great to work for;Good parental leave, lots of flexibility;Go is a terrible programming language.;none;5;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P8.htm
76;google;Pittsburgh, PA; Nov 1, 2018;Current Employee - Front End Engineer;Amazing place to work, challenging environment;Google offers the best of the best when it comes to company culture.;I cannot think of anything wrong at Google;Keep doing what you are doing, keep working hard and striving for success.;5;4;5;5;5;4;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P8.htm
77;google;none; Oct 31, 2018;Former Employee - Anonymous Employee;Great place;Great place to work at every single day;Nothing bad to say. Loved this place.;none;5;5;5;5;5;5;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P8.htm
78;google;none; Oct 31, 2018;Former Employee - Anonymous Employee;Good company that I like;The food is pretty good;Could use more options for racquetball;none;5;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P8.htm
79;google;none; Nov 14, 2018;Current Employee - Anonymous Employee;Software Engineer;Good culture in the office;Sometimes difficult to manage projects;none;4;4;4;3;4;3;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P8.htm
80;google;none; Oct 30, 2018;Former Employee - Anonymous Employee;Account Manager;Great Benefits and always surrounding success;Overwhelming at times when everything happens;Keep a goal in mind when talking about topics;5;5;5;5;4;4;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P8.htm
81;google;none; Nov 13, 2018;Former Employee - Anonymous Employee;Google work life balance;9-5 schedule, good benefits and food;difficulty moving up to leadership positions;none;4;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P9.htm
82;google;Mountain View, CA; Nov 10, 2018;Current Employee - Senior Software Engineer;Not great for new hires;* Good pay * Free food * Good hours * Easy work;* No new stock award for (most) first year employees. May take up to two years. * Contributions of new employees undervalued. Expect a bad review score your first performance cycle, regardless of actual performance.;Be more generous with stock awards;4;5;4;4;4;4;1;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P9.htm
83;google;none; Nov 12, 2018;Former Employee - Anonymous Employee;Analyst;great workplace to meet fascinating people;work-life balance not as good as it looks;none;4;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P9.htm
84;google;none; Nov 12, 2018;Current Employee - Anonymous Employee;Intern;Great company to work fornwith a great culture;Time off but for the most part was good;none;4;2;4;5;4;4;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P9.htm
85;google;none; Nov 10, 2018;Current Employee - Recruiter;Great perks, interesting colleagues, zero work/life balance;=-Amazing perks in NYC: gym, rooftop terrace, unlimited food and snacks for breakfast lunch dinner, beautiful spaces -Brand notoriety -working with smart people -Lots of resources available to you;#�NOMBRE?;Please make a true and honest effort in hiring a diverse workforce;3;1;3;5;5;2;1;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P9.htm
86;google;none; Oct 28, 2018;Current Employee - Anonymous Employee;Senior Software Engineer;Perks, Benefits, Pay are good;Promotion process up is a mess.;none;5;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P9.htm
87;google;Mountain View, CA; Oct 21, 2018;Current Employee - Video;Perks/work environment still unmatched by any other company;-Free breakfast/lunch/dinner (vegan options!) -Free drinks/snacks -Free workout facilities (group classes) -Free counselors -Google stock -Community organizations (LGBT, gamers, women, etc.) -Paid on-site: masseurs, financial advisors, trainers, etc. -Dis;-Cubicles (I work with audio/video) -Work hours vary -Many people here don’t understand day-to-day life skills;Keep valuing all types of employees.;5;4;5;5;5;4;2;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P9.htm
88;google;none; Nov 9, 2018;Current Employee - Anonymous Employee;Head of Sales;Great culture, great people, great benefits;Bad management, very political and turning into a bureaucratic culture;none;4;4;3;4;4;2;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P9.htm
89;google;New York, NY; Oct 25, 2018;Current Employee - Senior Software Engineer;Great people and culture, solid benefits, lots of opportunities;High impact projects, open engineering-based culture, free food;Large company, increasingly top-down and corporate, not as innovative as it used to be;Return to the halcyon days of real 20% and supported bottom-up development.;5;5;5;5;5;5;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P9.htm
90;google;Boulder, CO; Oct 25, 2018;Current Employee - Product Marketing;n/a;fun, good food, smart people;busy, stressful, sometimes disorganized, hectic;none;5;3;3;4;5;4;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P9.htm
91;google;New York, NY; Oct 25, 2018;Former Employee - Software Engineer;Great place;Lots of really nice perks and good work environment.;Can be a little overbearing in terms of politics and PC culture.;none;5;5;4;4;5;4;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P10.htm
92;google;San Francisco, CA; Oct 25, 2018;Current Employee - User Experience Engineer;UX Engineer;Great projects, supportive teammates, overall a great place to express your creativity and put your technical skills to work.;Can't really think of any. I guess you have to watch your weight because they feed you well.;none;5;4;5;5;5;5;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P10.htm
93;google;none; Nov 9, 2018;Current Employee - Anonymous Employee;China Search Project is Concerning;"Intellectually stimulating place with many ""benefits""";I think the culture has lost its way. It's a shame.;Don't Be Evil...?;2;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P10.htm
94;google;none; Nov 7, 2018;Former Employee - Anonymous Employee;Software Engineer;Great benefits, 401K plan, PTO;crowded work environment, micro management;May be less micro management;4;4;4;5;5;3;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P10.htm
95;google;Mountain View, CA; Oct 30, 2018;Current Employee - Administrative Business Partner;Administrative Business Partner - Sales;Fantastic benefits. It's great to have Google on your resume.;Directors will never understand what you do on a daily basis in this role. Your performance review isn't based on a scale, but instead it ends up being based on a pass/fail opinion. A poor director/admin fit means that the admin will suffer. Admins have to step up to offer emotional/career support for each other because there is not an internal management system in place specifically for them. You will need to give 110% every day because 100% is never enough.;Treat your ABPs like real people.;3;3;5;2;3;3;4;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P10.htm
96;google;Mountain View, CA; Oct 23, 2018;Current Employee - Senior Software Engineer;Perfect;Great experience good people new challenges;Great amount of work that's it;none;5;4;5;5;5;5;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P10.htm
97;google;none; Oct 23, 2018;Former Employee - Anonymous Employee;Great place to work;They give you lots of autonomy Great culture;Nothing. This place is a great place to work.;none;5;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P10.htm
98;google;none; Oct 23, 2018;Former Employee - Anonymous Employee;Research Intern;very good experience, colleagues are smart;too big to stand out;none;5;5;5;5;5;5;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P10.htm
99;google;none; Oct 23, 2018;Current Employee - Anonymous Employee;Software Engineer;Prod of working with awesome people;big company, less impact of daily work.;none;5;4;4;4;4;3;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P10.htm
100;google;New York, NY; Nov 6, 2018;Current Employee - Vice President Sales;Great job with lots of benefits;Great work life balance and amazing coworkers;Competitive environment with lots of office politics;none;4;5;5;3;5;4;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P10.htm
101;google;none; Oct 22, 2018;Current Employee - Anonymous Employee;Google - as magical as you think it is;Too many to list here - all the standard google magic;standard growing pains with an expanding product portfolio;none;5;5;5;5;5;5;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P11.htm
102;google;none; Oct 22, 2018;Former Employee - Anonymous Employee;Manager;the place was nice and th people were too;not enough snacks, and a bit stress ful;none;5;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P11.htm
103;google;Mountain View, CA; Nov 25, 2018;Former Employee - Anonymous Employee;pockets of incompetence;Overall, Google pays well and showers people with perks. There are pockets of excellence. The company is extremely profitable.;There are deep, deep pockets of dysfunction and incompetence at Google. Do your due diligence on the team and manager you're considering joining. There are bozos at every company, and Google is no exception to this rule.;Learn to strategy.;1;1;1;1;4;1;3;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P11.htm
104;google;San Francisco, CA; Oct 21, 2018;Current Employee - Creative LEad;Creative Lead;Fantastic organization, training and development, opportunities to do meaningful work and benefits / perks.;Becoming more like an old-fashioned company.;none;5;5;4;5;5;4;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P11.htm
105;google;none; Nov 4, 2018;Former Employee - Anonymous Employee;Janitor;Employees are very clean and tidy;None that I can think of;none;4;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P11.htm
106;google;none; Nov 3, 2018;Current Employee - Anonymous Employee;Counsel;Lots of perks in the office and great location.;Too big to have a global picture of what's going on in the org.;Check in with employees to get feedback on how groups could work more smoothly.;4;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P11.htm
107;google;none; Oct 19, 2018;Current Employee - Anonymous Employee;Product Manager;Smart people, great environment;Short on PM, thread out really thin;none;5;3;4;5;5;3;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P11.htm
108;google;none; Oct 19, 2018;Former Employee - Anonymous Employee;wonderful place to work;Great people - high caliber. Fun environment;Hard to make impact as one of 60 000 people;none;5;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P11.htm
109;google;none; Oct 19, 2018;Current Employee - Anonymous Employee;Customer Engineer Google Cloud;Best culture Great values Friendly people Great perks;Big company, you get lost Fast paced and very competitive Imposter syndrome is real;none;5;4;5;5;5;4;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P11.htm
110;google;none; Nov 2, 2018;Current Employee - Anonymous Employee;Great work environment, odd team assignment;Cool vibes with the team, good food, good managers;Got assigned to a random team even though before I signed my offer my recruiter told me that I would be able to go through the team matching process;none;4;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P11.htm
111;google;Mountain View, CA; Oct 29, 2018;Current Employee - Anonymous Employee;Average with a hint of arrogance;Lots of interesting projects to learn from, great place for a junior engineer.;Google culture is full of hype and self imposed sense of uniqueness. If you have worked at a large company before it will feel annoying.;none;3;3;2;3;3;3;2;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P12.htm
112;google;Mountain View, CA; Oct 18, 2018;Current Employee - Senior Manager;Great place to work, but too many unmotivated leaders;Complete autonomy, endless learning opportunities, great culture;Too many people are comfortable in their roles and not super driven, while they do a lot to ensure the right people are hired/promoted, under-performers don’t get fired;Do more to measure effectiveness of high level employees -don’t keep them around if they’re not performing at an extremely high level;5;5;5;5;5;4;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P12.htm
113;google;none; Oct 17, 2018;Current Employee - Anonymous Employee;Great company to work at;Smart coworkers. Massive impact. Great products.;Things can be a bit slow;none;5;4;5;5;5;4;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P12.htm
114;google;none; Oct 31, 2018;Current Employee - Anonymous Employee;Bleh;Good work/life balance, benefits, etc.;Politics. Most engineering people eat their lunch by themselves.;none;4;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P12.htm
115;google;none; Oct 10, 2018;Current Employee - Anonymous Employee;Software Engineer;great food, facility, work environment;too many groups, teams to reach sometimes;none;5;none;none;none;none;none;2;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P12.htm
116;google;none; Oct 13, 2018;Current Employee - Anonymous Employee;Group Product Manager;Co-workers are really smart Challenging Work;Disingenuous performance review and calibration process Promotion process driving decision;none;5;5;5;5;5;5;1;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P12.htm
117;google;none; Oct 16, 2018;Current Employee - Anonymous Employee;java;company is very very good;nothing to say about this;none;5;5;5;5;5;5;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P12.htm
118;google;New York, NY; Oct 15, 2018;Current Employee - Engineering Manager;Amazing place;Scale, values, ambitions. The company continues to be a strong innovator and technical leader.;Large company, process can be bureaucratic;none;5;5;5;4;5;5;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P12.htm
119;google;Houston, TX; Oct 29, 2018;Former Employee - Recruiter;contractor;food, free coffee, bring dog to work;money, benefits, management, hours, compensation;help;4;2;2;3;3;3;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P12.htm
120;google;Mountain View, CA; Sep 28, 2018;Former Employee - Software Engineering Intern;Amazing time and work!;Work life balance. Interesting work. Everything you need to stay focused. Best in class salary. Healthy work environment.;Things progress slowly compared to startups, other companies that believe in move fast break things!;none;5;5;5;4;5;4;5;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P12.htm
121;google;none; Oct 8, 2018;Current Employee - Anonymous Employee;Great company;Unbelievably smart people that are driven and want to make an impact;Long hours and lot's of people trying to own the same thing.;none;5;none;none;none;none;none;2;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P13.htm
122;google;none; Oct 29, 2018;Former Employee - Anonymous Employee;Analyst;Good company culture and work environment;None that I had working there;none;3;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P13.htm
123;google;none; Oct 14, 2018;Former Employee - Anonymous Employee;Software Engineer;Fantastic Work Environment. Great opportunities to advance.;Nothing to say about cons;none;5;5;4;5;5;4;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P13.htm
124;google;none; Oct 14, 2018;Current Employee - Anonymous Employee;google;really good perks and benefits;none I know so far;none;5;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P13.htm
125;google;Boulder, CO; Nov 15, 2018;Former Employee - Escalation Manager;WTF are they even doing?;Pay was excellent. Perks were great. Office was awesome. Lunch was usually delicious.;-I started just before a big reorg. I had 9 different managers in 7 months. Each had a drastically different goal for me to achieve.  -No real vision toward anything groundbreaking in terms of the ad products.  -Way too much ego. One manager actually told;Director level and up should be eliminated.;1;2;2;1;5;1;4;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P13.htm
126;google;none; Oct 25, 2018;Current Employee - Anonymous Employee;All about the people;Benefits, people, opportunities for growth, performance management, 360 degree reviews;Large corporation - standardization, spectrum of roles;none;4;4;5;3;5;4;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P13.htm
127;google;none; Oct 10, 2018;Former Employee - Anonymous Employee;Great;Great perks such as gym bikes and food;Lots of pressure from competition;none;5;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P13.htm
128;google;none; Oct 24, 2018;Former Employee - Anonymous Employee;Partner Engineer;Life-work balance is excellent. Very generous benefits.;Bureaucracy, office politics, little room to grow. Too top-heavy.;none;4;4;5;2;5;4;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P13.htm
129;google;none; Oct 9, 2018;Current Employee - Anonymous Employee;Google;Great place to work at;Have some improvements to make;none;5;5;5;5;5;5;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P13.htm
130;google;none; Oct 9, 2018;Current Employee - Anonymous Employee;Great people, nice benefits;You'll work with the best co-workers in the world and the benefits are world class.;Salary is below market and upward mobility is reserved for few.;none;5;5;5;4;4;4;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P13.htm
131;google;Mountain View, CA; Oct 23, 2018;Former Employee - Global Security Customer Service;Security Investigations;Great coworkers and great benefits;Security Management still improving as the department is still young;none;4;4;4;3;4;4;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P14.htm
132;google;Mountain View, CA; Oct 22, 2018;Current Employee - Senior Software Engineer;Pretty good;Good food, workers, workplace, and work life balance;Bad cultural experience in terms of managerial fit;none;4;4;4;5;5;3;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P14.htm
133;google;none; Oct 23, 2018;Former Employee - Anonymous Employee;Good starting point for new grads;Good place to start career with friendly coworkers and good benefits;Easy to feel like a cog in the wheel, ad-driven business model, internal mobility can be difficult;none;4;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P14.htm
134;google;none; Oct 7, 2018;Former Employee - Anonymous Employee;Company;fun atmosphere and Fun people and good benefits;I have no cons for this comapny;none;5;5;5;5;5;5;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P14.htm
135;google;none; Oct 7, 2018;Current Employee - Anonymous Employee;Software Engineering Manager;Work on variety of interesting problems;Large company may not be as agile as smaller startups;none;5;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P14.htm
136;google;none; Oct 6, 2018;Former Employee - Anonymous Employee;Coder;great minds, challenging work, felt sense of achievement after assignment completion;working on multiple projects can be distracting but it is a company need;none;5;3;3;5;3;4;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P14.htm
137;google;none; Oct 20, 2018;Current Employee - Anonymous Employee;Decent Place to Work, But Large;Good perks, good benefits, generally smart people.;Getting more large and corporate. Promotion process is clunky and slow.;none;4;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P14.htm
138;google;none; Oct 16, 2018;Current Employee - Product Manager;High stress, unclear future values;#�NOMBRE?;- super high stress, depending on the team and role - nosedive on faith in executive leadership since Sundar Pichai, Ruth Porat, and Kent Walker started driving the company (not living up to Google values) - guaranteed product thrash on virtually everythi;Stop burning user trust and don't earn Facebook's ruthless and duplicitous reputation. Holding true to values is the only difference between building utopia and building Black Mirror.;3;2;3;3;4;2;2;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P14.htm
139;google;New York, NY; Oct 5, 2018;Current Employee - Operations Manager;Operations manager;Perks, food, spaces, culture, health care and work-life balance;Flat org, hard to grow;none;5;5;5;5;5;5;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P14.htm
140;google;Los Angeles, CA; Oct 1, 2018;Former Employee - Intern;Intern Experience;Excellent environment to work for;Office is too comfortable to work for;No advice;5;5;5;5;5;4;1;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P14.htm
141;google;none; Oct 4, 2018;Current Employee - Anonymous Employee;Software Engineering Intern;Best IT Company, Great work-life balance, Talented people;Conversion is hard, they don't care what your internship project;none;5;5;5;5;5;4;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P15.htm
142;google;none; Oct 4, 2018;Former Employee - Anonymous Employee;Great atmosphere;Great atmosphere to work in.;Stressful sometimes but that's okay;none;5;4;5;4;4;5;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P15.htm
143;google;Mountain View, CA; Oct 4, 2018;Current Employee - Operations Project Coordinator;Excellent Company;Forward thinking Tech company. Really fun place to work. Free activities, meals and cafe. Not all play - you will work!;If you are a Temp, Vendor, or Contractor (TVCs) check how long you are allowed to work at Google before you need to take a break in service (often two years and then you must take a six-month break-in-service before returning).;Recent changes have been made to exclude TVCs from certain authorizations and group activities that they had before. This creates a bit of a chasm between permanent and non-permanent employees which may change attitudes and cause an eventual culture shift.;5;4;5;4;3;5;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P15.htm
144;google;none; Oct 4, 2018;Current Employee - Anonymous Employee;Overall is very good;Free food, great culture, and talented colleagues;Things move a little bit slow;none;5;5;5;5;5;5;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P15.htm
145;google;none; Oct 18, 2018;Former Employee - Anonymous Employee;Fun perks - wouldn’t contract there again;Perks were great, as well as being around intelligent people.;Being a contractor I didn’t recrive a lot of responsibility or work. I felt very unused & undervalued;Don’t overlook people;2;3;3;3;4;1;1;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P15.htm
146;google;Sunnyvale, CA; Sep 30, 2018;Current Employee - Anti-abuse Associate;Loved my time there!;=- standard silicon valley perks (Free food, high salary, smart colleagues, etc.) - A dizzying amount of resources for learning anything from machine learning to meditation - flexibility and autonomy of work hours - Strong support system especially when i;- standard massive company bureaucracy stuff - golden handcuffs - a lot of people tend to end up in positions they are overqualified for and uninterested in, except for the money of course - silicon valley traffic and expenses aren't for everyone. much ea;none;5;5;5;5;5;5;1;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P15.htm
147;google;none; Oct 17, 2018;Current Employee - Anonymous Employee;Brand Ambassador;Supportive, Innovative, lots of intelligent people;Departments have poor communication, i.e. creative team and marketing team don't connect well.;none;4;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P15.htm
148;google;none; Oct 17, 2018;Current Employee - Anonymous Employee;So far it has not been so long;I hope the feedback is better than i can do on my own;Very lengthy and it gets frustrating to fill out so many things;I have not been too long on this;3;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P15.htm
149;google;Sunnyvale, CA; Oct 2, 2018;Current Employee - Senior Program Manager;Good company to work for;Benefits, mobility, exposure, talented people around;Too top heavy, less growth within;Grow the teams;5;4;5;5;3;4;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P15.htm
150;google;none; Oct 17, 2018;Former Employee - Anonymous Employee;Was ok to work there but not fast paced;great food offered but quality went down a bit with time as employee count went up;pace of work is slow and have too many hires for a small piece of work.;none;2;4;2;2;2;2;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P15.htm
151;google;Mountain View, CA; Oct 14, 2018;Current Employee - Product Marketing Manager;Product Marketer;#�NOMBRE?;=- work life balance is pretty brutal - if you are not an engineer, it can feel like an extremely conventional company - Struggling to scale/maintain the culture that made it great.;Creating better/more/more accepted paths to part-time work would be extremely helpful for diversity and inclusion efforts.;3;1;3;5;5;3;1;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P16.htm
